"","x"
"125",3.21100841881707
"126",3.28146870339752
"127",3.13072905347993
"128",3.10640851242996
"129",3.0448847548892
"130",3.2715720947071
"131",3.66161179726005
"132",3.46203745341391
"133",3.34047270254384
"134",3.73499886128576
"135",3.11191905895248
"136",3.0521489644658
"137",3.0440802029334
"138",3.0714643216642
"139",3.49278983500796
"140",3.08755070713296
"141",3.00425098465636
"142",3.56576150466681
"143",3.22491125032927
"144",3.34759821943359
"145",3.01727386504986
"146",3.13222010387108
"147",3.01141523647433
"148",3.44555659063002
"149",3.06792187225074
"150",3.80633106388918
"151",3.7761846364175
"152",3.48958253552243
"153",3.47992233370424
"154",3.87881245397797
"155",3.12372668802403
"156",3.27711434500335
"157",3.83475647676261
"158",3.12443133909255
"159",3.38368570958416
"160",3.08946167299816
"161",3.07656840937084
"162",3.09169425380727
"163",3.46396708299399
"164",3.78858336615832
"165",3.49108637990734
"166",4.19371344328376
"167",3.09154455821034
"168",3.07044275555139
"169",3.02462981993082
"170",3.02887947748726
"171",3.28925680923475
"172",3.51437890602914
"173",4.03306529399265
"174",3.10558127130692
"175",3.56345100546418
"176",3.53514636615595
"177",3.51995381661527
"178",3.22531281334038
"179",3.34447187897901
"180",3.24220326417278
"181",3.6558175223289
"182",3.46885002836268
"183",3.60157616711147
"184",3.0529319466856
"185",3.05647779807806
"186",3.00238060578704
"187",3.32957959856679
"188",3.24896375837531
"189",3.29037089054625
"190",3.05010128176461
"191",3.17514617818718
"192",3.39463959137507
"193",3.02177035730953
"194",3.11861336712415
"195",3.32082796273227
"196",3.72512071672547
"197",3.20161022385582
"198",3.09486850056176
"199",3.4625706673384
"200",3.01672800273324
"201",3.08582861535251
"202",3.21303085812057
"203",3.21092651520545
"204",3.02958252343039
"205",4.20073937058898
"206",3.47293025749108
"207",3.15788465365767
"208",3.33677705968692
"209",3.41368242848506
"210",3.44932374946615
"211",3.00943152183413
"212",3.15181638918374
"213",3.14120005862787
"214",3.23338029017044
"215",3.07656116969883
"216",4.09791175555065
"217",4.34088535786124
"218",4.67964444881301
"219",3.17245794568832
"220",3.06491890115043
"221",3.03527284087613
"222",3.14881438660891
"223",3.43236688022965
"224",3.85763364839823
"225",4.42412538813436
"226",3.0331485181426
"227",3.75214807622901
"228",3.41224944498574
"229",3.11252328706905
"230",3.20079310812677
"231",3.30004159142415
"232",4.18275147359025
"233",3.11631959412868
"234",3.3234619828515
"235",3.111843702849
"236",3.41514054715475
"237",3.24595531726718
"238",3.43806635684871
"239",3.03834508598461
"240",3.60079961329381
"241",3.23690419410205
"242",3.14376777563132
"243",3.21876495316004
"244",3.34052924437911
"245",3.04466199859356
"246",3.21993294544518
"247",3.70974645984642
"248",3.05536884783457
"249",3.39852011458075
"250",3.03197584797939
"251",3.20174921893825
"252",3.51062719077729
"253",3.37938991839528
"254",4.29573030452383
"255",4.62687221718463
"256",3.26676728357713
"257",3.16527680912986
"258",3.12736416701674
"259",3.01253374448667
"260",3.27008081971199
"261",3.84157111231785
"262",3.67647565401773
"263",3.06620738746571
"264",3.1052651523302
"265",3.12532553961501
"266",3.06766680612539
"267",3.04384181570883
"268",3.78285785199643
"269",3.15832264473041
"270",3.08962946617976
"271",3.09766316860111
"272",3.17881286093732
"273",3.08228484065504
"274",3.47616585942832
"275",3.17097923987659
"276",3.27008589720839
"277",3.12481545817623
"278",3.41727270526032
"279",3.22195587136472
"280",3.64010624025942
"281",3.11235064547509
"282",3.36608364742091
"283",3.14335136379426
"284",3.15720756786565
"285",3.23073749865095
"286",3.49558065374466
"287",3.17689311271533
"288",3.30809786918412
"289",3.11283326515658
"290",3.09367690173288
"291",4.54476827002111
"292",3.65471033997517
"293",3.05274569879596
"294",3.04771030613188
"295",4.09396268670123
"296",3.57170996129196
"297",3.34360196626276
"298",3.03207717609519
"299",4.17336026407392
"300",3.19598876591772
"301",3.81989668491752
"302",3.41501239158055
"303",3.27475941835067
"304",3.14715565554798
"305",3.31067159335902
"306",3.20500609604642
"307",3.0354387788102
"308",3.37766196779722
"309",3.05865597119555
"310",3.41615907132467
"311",3.0172676224279
"312",3.23317985479491
"313",3.26414611299714
"314",3.27662672362648
"315",3.32973817361981
"316",3.56418641510026
"317",3.76108904985856
"318",3.20605102196957
"319",4.28427101850959
"320",3.40670731289775
"321",4.00438170377773
"322",3.44434554283659
"323",3.19922344371056
"324",3.28373370449219
"325",3.29919558256641
"326",3.08216942955429
"327",3.18103930152332
"328",4.4572806882378
"329",3.0382064388444
"330",3.05510386483123
"331",3.17626312219848
"332",3.08587097174798
"333",3.38182868931284
"334",3.02042333626499
"335",3.47765364929717
"336",3.23577049838841
"337",3.04931637502246
"338",3.16997500866031
"339",3.72786139705776
"340",3.71307586191367
"341",4.27323652983161
"342",3.54944858759325
"343",4.02241433406235
"344",3.83251897427709
"345",3.02527900893862
"346",3.13356510813658
"347",3.5511905097433
"348",3.02076875475463
"349",3.45713835394472
"350",3.30858579493901
"351",3.43584870017906
"352",3.5525074849246
"353",3.01681755791793
"354",3.07920446712524
"355",3.65692226648014
"356",3.97396659348768
"357",3.35556624921501
"358",3.07937745035936
"359",3.41053140565594
"360",3.48912156618814
"361",3.04348252580981
"362",3.82477853008381
"363",3.33621197409769
"364",3.29037609291415
"365",3.27315350185921
"366",3.23805675157498
"367",3.02365473859633
"368",3.20096542282651
"369",3.08953505537162
"370",3.48103104839405
"371",4.12629282220564
"372",3.1549473789831
"373",3.31088407336265
"374",3.36055621021309
"375",3.03910397971049
"376",3.4650512556729
"377",3.36658917552323
"378",3.12099460853885
"379",3.04909815297773
"380",3.07442844860877
"381",3.87272368926079
"382",3.22028007684276
"383",3.29223604933511
"384",3.06985227313514
"385",3.13162324360261
"386",3.06465609752362
"387",3.07448870052273
"388",4.01477314277849
"389",3.15845255926251
"390",3.10155796740825
"391",3.48675714641879
"392",3.90174751041602
"393",3.31344053023647
"394",3.16692590806633
"395",3.4275363208586
"396",3.30644144799402
"397",3.04476539945851
"398",3.168580006015
"399",3.27854958734006
"400",3.1187153373224
"401",3.16746681773414
"402",3.25615810480092
"403",3.28536458996223
"404",3.10182754906247
"405",3.04594529032086
"406",3.58007293377996
"407",3.04819053768491
"408",3.11521296404923
"409",3.03183560813287
"410",4.4064267835671
"411",3.0923661494938
"412",3.61696262096048
"413",3.33717927440599
"414",3.01280015831192
"415",3.65217323039652
"416",3.09610309901958
"417",3.65749238428653
"418",3.36761452504586
"419",3.56260464337648
"420",3.50153066826217
"421",3.6582349470226
"422",3.18281776566679
"423",3.48303561592778
"424",3.16597693105115
"425",3.11864781969537
"426",3.12174435239285
"427",3.01013703623774
"428",4.10453719640137
"429",3.36381409936736
"430",3.29465107556274
"431",4.77231891505552
"432",3.07943616604
"433",4.51458546138349
"434",3.00390572232354
"435",3.89688351311556
"436",3.03650205799689
"437",3.039670269005
"438",3.14031870942563
"439",3.35976317585598
"440",3.1764528802596
"441",3.02670703398853
"442",3.05741857310628
"443",3.15547850153719
"444",3.28014568486403
"445",3.24814828980556
"446",3.22599292220548
"447",3.41702505758495
"448",3.22549644081543
"449",4.11739802354933
"450",3.2187749510631
"451",3.01793874365588
"452",3.09946143471946
"453",3.04458715533838
"454",3.48953167652996
"455",3.43049454284052
"456",3.29861017253091
"457",3.31761960772912
"458",3.17604816099629
"459",3.65091737294873
"460",3.04698339306439
"461",3.35417916065544
"462",3.03584589324446
"463",3.57716331690233
"464",3.00932547806143
"465",3.6095518444025
"466",4.16663743583207
"467",3.21102766615028
"468",3.28535739941326
"469",3.34094819083651
"470",3.47249988285886
"471",3.28208595171412
"472",3.30170169919222
"473",3.1159925024646
"474",3.94259810193739
"475",4.1655554540997
"476",3.14021932923545
"477",3.78962396267326
"478",3.02695767659073
"479",3.0562823205255
"480",3.7549229296558
"481",3.09549232721042
"482",3.37807228073319
"483",3.84540076735885
"484",3.20288997252161
"485",3.23521759452761
"486",3.04891730301703
"487",3.33957799957286
"488",3.46496669013978
"489",3.06292974514266
"490",3.04381543692822
"491",3.72121775456539
"492",3.37209627283038
"493",3.02942428248621
"494",3.31672873408321
"495",3.47612608842235
"496",3.47757554485926
"497",3.10756748930241
"498",3.98156140313408
"499",3.58783811762612
"500",3.10926561243832
"501",3.32739993307581
"502",3.02469155859823
"503",3.42922776004762
"504",3.17788347043097
"505",3.35520224427025
"506",3.12125741379956
"507",4.35726248403839
"508",3.44412613627653
"509",3.06765434782238
"510",3.16222704170893
"511",3.98228158326655
"512",3.16101645678282
"513",3.19130400599291
"514",3.14183892278622
"515",3.12703340159108
"516",3.17897028972705
"517",3.31435746418775
"518",3.49470774454058
"519",3.13178804734101
"520",3.32779707447778
"521",3.23010095938419
"522",3.08129173565563
"523",3.15807739458978
"524",3.07948592378885
"525",3.17706693196669
"526",3.16275767593955
"527",3.14038563674937
"528",3.22385107617204
"529",3.26168596587917
"530",3.49913514899394
"531",3.31818849560957
"532",3.04096388459826
"533",3.14022307718794
"534",4.1586231458232
"535",3.05465464443515
"536",3.45032681616486
"537",4.26796528876277
"538",3.07575259932006
"539",3.26452616335269
"540",3.00926530742507
"541",3.0308431526646
"542",4.39649608658413
"543",3.00829598105823
"544",3.14460363751277
"545",3.12382318933184
"546",3.29078924225604
"547",4.03501600689285
"548",3.62861176018597
"549",3.38794838508729
"550",3.3158100651044
"551",3.48795835733097
"552",3.71489936171245
"553",3.55388781487625
"554",3.11350571084768
"555",3.85197019138208
"556",3.07165939516077
"557",3.35113698460003
"558",3.41514834325602
"559",3.22343477839604
"560",3.02333522228485
"561",3.14787767563636
"562",4.22993509153974
"563",3.60138395612121
"564",3.00550057591588
"565",3.12990020929525
"566",3.23728593872081
"567",4.2523147680407
"568",3.0702379434538
"569",3.21509639344489
"570",3.49605935139554
"571",3.72875956835909
"572",3.49819515580615
"573",3.71625544561218
"574",3.01123459492832
"575",4.32287401140185
"576",3.2986572937279
"577",3.43750451255431
"578",3.31440843003272
"579",3.16586149577051
"580",3.37780954670695
"581",3.15232936261843
"582",3.44646654462904
"583",3.34025086120318
"584",3.03843675500724
"585",3.62112840945205
"586",3.07852603308856
"587",3.84303100589187
"588",3.04413650426088
"589",3.04019917165685
"590",3.40574402919501
"591",3.60588978973211
"592",3.21720484628653
"593",3.06980737422903
"594",3.77571815680926
"595",3.41762748266101
"596",3.44950437016627
"597",3.29583895670712
"598",3.68790300187648
"599",5.12536720740858
"600",3.31259150336028
"601",3.01535145504122
"602",3.08527245838195
"603",3.98630998774729
"604",3.40744894431125
"605",4.10095139587285
"606",3.49652791455071
"607",3.16062242398039
"608",3.53962188956321
"609",3.69160372450631
"610",3.35541925470699
"611",3.3368899806573
"612",3.70437845190696
"613",3.06456343248099
"614",3.31859785937856
"615",3.44094831122548
"616",3.06984108391528
"617",4.37912977914464
"618",3.78048599294986
"619",3.06473871677787
"620",4.00236631179215
"621",3.39602403248191
"622",3.53390464370132
"623",3.44097696658599
"624",3.00765497143739
"625",3.46037755191168
"626",3.39182321291258
"627",3.13703973513717
"628",3.21040884389852
"629",3.38488206483265
"630",3.61496293914498
"631",3.28305939273129
"632",3.994029879514
"633",3.76045632544429
"634",3.08743150082106
"635",3.59789799399357
"636",3.27818775455277
"637",3.35440792880864
"638",3.03325048446034
"639",3.03329866807836
"640",3.32444466214468
"641",3.04815930334307
"642",3.32042537010121
"643",3.42411538801929
"644",3.32417727943351
"645",3.68579281987926
"646",3.60832595852669
"647",4.10252844536664
"648",3.2335122955018
"649",3.48887682040855
"650",3.61559940250894
"651",3.22590438198919
"652",3.17044560538801
"653",3.18468478275463
"654",3.03358429266761
"655",4.38190844337594
"656",3.29845780753682
"657",3.11909729801864
"658",3.11298377222071
"659",3.73314780799817
"660",3.22490798293923
"661",3.12058563035119
"662",3.00863948500439
"663",3.05483392082776
"664",3.25157996461085
"665",3.17204135097563
"666",3.30963666694271
"667",3.90066871974142
"668",3.42715252096296
"669",3.18640823103487
"670",3.25616044891219
"671",3.18926054472104
"672",3.17185091025506
"673",3.06477292580178
"674",3.63087933011036
"675",3.26621420773209
"676",3.46068063687375
"677",3.04046104910473
"678",3.82555027604728
"679",3.24635319441398
"680",3.3333662027974
"681",3.78910917001622
"682",3.10540465203424
"683",3.54563531525116
"684",3.07779924726735
"685",3.12241984934857
"686",3.01380184340494
"687",3.5612949685224
"688",3.23888736348283
"689",4.23100559095991
"690",3.64786386176627
"691",3.50542532091022
"692",3.11755640525371
"693",3.05673362330152
"694",3.8102152089377
"695",3.06770496660223
"696",3.18123626165713
"697",3.46926768990537
"698",3.02473653604587
"699",3.39639620574654
"700",3.2327691818944
"701",3.06549325779838
"702",3.36954285979112
"703",3.25974764077547
"704",3.51871610554239
"705",3.00123626599088
"706",3.25686801968605
"707",3.09218117046221
"708",3.01408593480786
"709",3.16785960147778
"710",3.00483163290968
"711",3.02941341293038
"712",3.3207971441109
"713",3.37986946042469
"714",3.49573897665198
"715",3.55973774072677
"716",3.57455867091498
"717",3.15065235132352
"718",3.52924619984806
"719",3.30645666217099
"720",3.40383585013291
"721",3.20604255671302
"722",3.89542532397579
"723",3.41585586808463
"724",3.86608909376732
"725",3.64776080686404
"726",3.07392833797954
"727",3.06035540493286
"728",3.33146860511194
"729",3.39839253014416
"730",3.16623539663851
"731",3.08690520655364
"732",3.47791779530075
"733",3.1448091979449
"734",3.05772193788313
"735",3.00487613352016
"736",3.7207105649836
"737",3.16400428970034
"738",3.06619189463409
"739",3.56839311524933
"740",3.35726576762736
"741",3.79556155759366
"742",3.10835414395357
"743",3.86097081684342
"744",3.16506378833825
"745",3.87343680419794
"746",3.22479371291896
"747",3.22290305250014
"748",3.28662051942041
"749",3.79563272513003
"750",3.40780927829286
"751",3.00684066588125
"752",3.37277019115627
"753",3.10339026448006
"754",3.35740303153634
"755",3.04475770037
"756",3.10228627628362
"757",3.48370640460155
"758",3.00401803882172
"759",3.34305981363663
"760",3.18292681655536
"761",3.79727233544482
"762",3.02283610279361
"763",3.76601435871814
"764",3.9394105686596
"765",4.15525864740662
"766",3.37046313215372
"767",3.19572894632195
"768",3.06811546860263
"769",3.31323988252445
"770",3.15986058038349
"771",3.24684493180206
"772",4.10830100371799
"773",3.40148740218686
"774",3.60697079958289
"775",3.01768915525489
"776",4.07150490576388
"777",3.0601196535863
"778",3.75370636391909
"779",3.14020720667516
"780",3.01207522354755
"781",3.99885682507715
"782",3.51490533824139
"783",3.02066935093598
"784",3.20628438936546
"785",3.06101564317942
"786",3.0168260751913
"787",4.23362387652395
"788",3.93571014696719
"789",3.11058139131165
"790",3.51509083866756
"791",3.02264383264507
"792",3.18457062185432
"793",3.14135369596382
"794",3.39678204412448
"795",3.1952644038635
"796",3.41247561293185
"797",3.09138892916963
"798",3.50192220195811
"799",3.20675045795118
"800",3.48927705147968
"801",3.11234958190471
"802",3.03316418547183
"803",3.21733313829949
"804",3.18530406352753
"805",3.17721313822466
"806",3.15333544385309
"807",3.47025842340967
"808",3.11820058741917
"809",4.2257853168294
"810",3.14032797981054
"811",3.41045928663714
"812",3.00090607907623
"813",3.52115569752132
"814",3.54030713932892
"815",3.19622498005629
"816",3.26665448023469
"817",3.07540392115091
"818",3.37268237302542
"819",3.10613927571103
"820",3.0692911829489
"821",3.07241186406463
"822",3.26422518875488
"823",3.29402300542559
"824",3.64814090725959
"825",3.41516727921705
"826",3.0072757766961
"827",3.61134218500957
"828",3.17210154623414
"829",3.4725718460697
"830",4.13465199117225
"831",3.10513311438262
"832",3.41089105170062
"833",3.07101793773472
"834",4.01363293324273
"835",3.04071303363889
"836",3.26204875442809
"837",3.03448198502883
"838",3.59074747807961
"839",3.222328613357
"840",3.11783615748088
"841",3.03435944805108
"842",3.90169480252535
"843",3.63935936425806
"844",3.43100713781854
"845",3.03547144330255
"846",3.03027932097514
"847",3.09909401042387
"848",3.66326343939788
"849",3.74126005230617
"850",3.17299404895554
"851",3.11870793817099
"852",3.25098922092272
"853",3.93236360444984
"854",3.27891040641795
"855",3.58106897205184
"856",3.15312996755044
"857",3.57338634982953
"858",3.06731304681417
"859",3.17124126432464
"860",3.30082038228159
"861",3.09761448471407
"862",3.74153001912704
"863",3.48417347480536
"864",3.59692322211644
"865",3.41932223860016
"866",3.86053473436108
"867",3.04421943251534
"868",3.24679101443381
"869",4.16164333304218
"870",3.14939044202795
"871",3.74732985777926
"872",4.17382292132032
"873",4.23766929292609
"874",3.34649414598783
"875",3.04671706290295
"876",3.08229083086674
"877",3.20592909042413
"878",3.26273080784003
"879",3.31337898533633
"880",3.10484631949415
"881",3.9173516165045
"882",3.00384891491562
"883",3.1271367201892
"884",3.17292879257972
"885",3.27820176567724
"886",3.39163764409562
"887",3.02144086846252
"888",3.41943707905551
"889",3.24734962606023
"890",3.21093791816384
"891",3.15091370698065
"892",3.19835035456344
"893",3.42065226285249
"894",3.27221334558752
"895",4.25385290366518
"896",3.64884080735029
"897",4.10007624074183
"898",3.72221300933034
"899",3.43412203588675
"900",3.2409195390383
"901",3.13511951205631
"902",3.63919339698733
"903",3.23650471761761
"904",3.07586526793117
"905",3.85959132073592
"906",3.0857810806483
"907",3.01710258889943
"908",3.01504711636032
"909",3.00125530970006
"910",3.01362978381361
"911",3.20881255126248
"912",3.02909614330541
"913",3.23313275226544
"914",4.06448850775124
"915",4.03034419064086
"916",3.29251423290462
"917",3.12494278810415
"918",3.44609835307887
"919",3.81370775335303
"920",3.00400005749509
"921",3.3448801394412
"922",3.44650827812493
"923",3.49227705862539
"924",3.01415942857663
"925",3.00241278639684
"926",3.02308203357582
"927",3.50203924931057
"928",3.01218841861313
"929",3.39754428557893
"930",4.22642902953306
"931",3.18943622087439
"932",3.3662335490435
"933",3.7478816877781
"934",3.01311805229717
"935",3.35201348952791
"936",3.09097166477152
"937",3.01983940135688
"938",3.01186240402361
"939",3.10911072526748
"940",3.53264457295021
"941",3.06228000424888
"942",3.39545108842194
"943",3.02959827256079
"944",3.45782903984031
"945",3.00193369104473
"946",3.00794658715903
"947",4.04629956676922
"948",3.62666604117834
"949",3.11972504714504
"950",3.45785940809638
"951",3.39652705470562
"952",3.52187623763761
"953",3.03321061671401
"954",3.33283814165583
"955",3.14663592539728
"956",3.31559861449987
"957",3.11434109788388
"958",3.83722758226863
"959",3.53634643862328
"960",3.28988519172003
"961",4.85160618348032
"962",3.38784861314883
"963",3.11790670501068
"964",3.06154037146645
"965",3.15670345158185
"966",3.45119700424215
"967",3.1974758625341
"968",3.37600565141529
"969",3.33592804056073
"970",3.2929036234337
"971",3.56256417244356
"972",3.26461417278855
"973",3.5946698449272
"974",3.22484919754788
"975",3.30119063898735
"976",3.13266679970548
"977",3.04569748587285
"978",3.10893366563444
"979",3.04818033690875
"980",3.05256320132563
"981",3.25880556986819
"982",3.26741485358368
"983",3.20837917396178
"984",3.38702326949527
"985",3.026866916852
"986",3.45158998573661
"987",3.51612186677437
"988",3.07842581951991
"989",3.68217086230398
"990",3.06922546432664
"991",3.26452465322952
"992",3.2619305617935
"993",3.02445263648406
"994",3.34358655132195
"995",3.08164377029364
"996",4.60362938658935
"997",3.31372029791311
"998",3.28586531678903
"999",3.33951028435022
"1000",3.26430176249316
"1001",3.03551062936015
"1002",3.00360096354658
"1003",3.41677599212617
"1004",3.26307221811106
"1005",3.54036285973768
"1006",3.09744047719487
"1007",3.04172305498893
"1008",3.42207386094918
"1009",3.09940842942645
"1010",3.49302617892306
"1011",3.67242258536002
"1012",3.00050367523606
"1013",3.00528680129598
"1014",3.00407239670555
"1015",3.73346342338074
"1016",3.05165228907074
"1017",3.26673619789223
"1018",3.29346256812742
"1019",3.03375218467166
"1020",3.1208017822392
"1021",3.64894473301551
"1022",3.08728126327818
"1023",3.58778908287168
"1024",3.24956782420086
"1025",3.21382391313091
"1026",3.02313318724434
"1027",3.28274559056705
"1028",3.04616795914868
"1029",3.54585873084447
"1030",3.04063483995075
"1031",3.17752798522512
"1032",3.43678644329151
"1033",3.12924274429679
"1034",3.3588974602294
"1035",3.04289100598544
"1036",3.71139061384669
"1037",3.31743127975454
"1038",3.58237674519103
"1039",3.07943604145009
"1040",3.29149561378019
"1041",3.32934198310702
"1042",3.0236950431325
"1043",3.49660774844452
"1044",3.53979343297264
"1045",3.28870887370001
"1046",4.05389784022532
"1047",4.1248604406353
"1048",3.47478387750368
"1049",3.1308575165458
"1050",3.13265157335748
"1051",4.14383144919437
"1052",3.19329190331822
"1053",3.54522783291335
"1054",3.05030877648691
"1055",3.11690655956045
"1056",3.22612058076387
"1057",3.38067361338526
"1058",3.40396240879933
"1059",3.09291185593853
"1060",4.12983448052766
"1061",3.35934519704273
"1062",3.08501582670336
"1063",3.02009531859684
"1064",3.20519977000852
"1065",3.7097962584797
"1066",3.23782107853483
"1067",3.08153134552277
"1068",3.21040536711613
"1069",3.15360340025897
"1070",3.04461858047187
"1071",4.44615318700507
"1072",3.40055299083233
"1073",3.16330364098152
"1074",3.57055915268442
"1075",3.67274952925425
"1076",3.35187198247303
"1077",3.01490577441795
"1078",3.97867117071511
"1079",3.60064842611234
"1080",3.0108992018815
"1081",3.18423544523217
"1082",3.41179442901006
"1083",3.17198606037224
"1084",3.11394014764881
"1085",3.01751055012026
"1086",3.25920070254747
"1087",3.15991086570518
"1088",3.89146052855523
"1089",3.33312086076628
"1090",3.0917255019881
"1091",3.1855723617288
"1092",3.0508315602007
"1093",3.25515421633761
"1094",3.02428272974124
"1095",3.54358011360241
"1096",3.46812322775203
"1097",3.39972680060655
"1098",3.12632546651488
"1099",3.11494873310691
"1100",3.15491905979191
"1101",3.13515928713605
"1102",3.05033785715094
"1103",3.2032841554222
"1104",3.85989981202554
"1105",4.41021199016604
"1106",3.19534696949025
"1107",3.77982297100893
"1108",3.30998892949671
"1109",3.05982149286053
"1110",3.00985833800708
"1111",3.0880150681672
"1112",3.2521914884018
"1113",3.31269675926457
"1114",3.14128008546929
"1115",3.33767292398801
"1116",3.68227659721852
"1117",3.25752149044499
"1118",3.06954898918048
"1119",3.00254553540188
"1120",3.12559159907202
"1121",3.10980014130473
"1122",3.3115378205214
"1123",3.48106272950451
"1124",3.24221835439245
"1125",3.0971202961682
"1126",3.26852390248548
"1127",3.14176289131865
"1128",3.1242150569942
"1129",4.29975771089844
"1130",3.66332396427473
"1131",3.16826486711701
"1132",3.161276499896
"1133",3.04237484683593
"1134",3.04124453788002
"1135",3.07619765183083
"1136",3.10539991508309
"1137",3.04166843796627
"1138",3.029369771791
"1139",3.1328499019146
"1140",3.12681791640028
"1141",3.16527628727878
"1142",3.17584608743588
"1143",3.09417003781224
"1144",3.35620576111078
"1145",3.01147396535258
"1146",3.81001820887632
"1147",3.36166797980508
"1148",3.61287675236345
"1149",4.09765206520122
"1150",3.03187441235142
"1151",3.09523478662595
"1152",3.85412517868749
"1153",3.18612142898976
"1154",3.16448848228902
"1155",3.27571005938337
"1156",3.85090674021116
"1157",3.04910823540663
"1158",3.04104074212422
"1159",3.29803747402966
"1160",3.07541276918103
"1161",3.14624167295794
"1162",3.13427892581214
"1163",4.19290776233327
"1164",3.14632710147028
"1165",3.07559459547411
"1166",3.45402800414553
"1167",3.18387321786334
"1168",3.17559535351271
"1169",3.41306144401273
"1170",3.12506309725965
"1171",3.0036782726153
"1172",3.16940741287544
"1173",3.11735284577197
"1174",3.055405263789
"1175",3.6771710011828
"1176",3.53467206782112
"1177",3.08568348432535
"1178",3.00384824536741
"1179",3.26148982920826
"1180",3.66904073950828
"1181",3.50741459053934
"1182",3.25274151652433
"1183",3.03975473359848
"1184",3.02934905502914
"1185",3.26188989582716
"1186",3.19593517559891
"1187",3.31338215721747
"1188",3.37475165140572
"1189",3.67323631728372
"1190",3.1600221702829
"1191",3.53958776093702
"1192",3.70988234562945
"1193",3.59111676672777
"1194",3.38480856982212
"1195",3.1137559680889
"1196",3.56667082618268
"1197",3.40637432046736
"1198",3.60396926226398
"1199",3.3237953564633
"1200",3.03555903381978
"1201",3.01478496612981
"1202",3.31872988804018
"1203",3.22537036457409
"1204",3.06984084425494
"1205",4.32020267526758
"1206",3.03019679725791
"1207",3.14010774545992
"1208",3.16281791729853
"1209",3.01626246841624
"1210",4.43886750555577
"1211",3.05755920074855
"1212",3.21758847978587
"1213",3.23991670973124
"1214",3.00160443705196
"1215",3.05040117793256
"1216",3.25588081993239
"1217",3.99752908194424
"1218",3.16674590948969
"1219",3.04856553891053
"1220",3.43854913393498
"1221",3.43177888541013
"1222",3.02297566272318
"1223",3.54425258709328
"1224",3.38403727609506
"1225",3.2192072304897
"1226",3.05378836827974
"1227",3.02807093730478
"1228",3.3343839974313
"1229",3.02649269578978
"1230",3.03535633367668
"1231",3.3845188949738
"1232",3.39777496859273
"1233",3.35227693491767
"1234",3.03755613866573
"1235",3.01926811924204
"1236",3.19748583482578
"1237",3.83001317265899
"1238",3.10736203710599
"1239",4.10005941885917
"1240",3.00516219653049
"1241",3.28653821378788
"1242",3.98892726608745
"1243",3.25167734733314
"1244",3.46129870785863
"1245",3.34560205444535
"1246",3.95684718649846
"1247",3.08330628130734
"1248",3.3385335476929
"1249",3.05419019175073
"1250",3.04452445811452
